Item_ID	Sentence	Context	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	maunalHedge
132428:45	and, uh, it does going --n403095 to start whether you are there or not.	###SpeakerB59*t59 . ###I have twenty-five minutes for lunch . E_S ###SpeakerA60*t60 . ###Yeah . E_S ###SpeakerB61*t61 . ###That is out for me . E_S ###SpeakerA62*t62 . ###That does n't really do it , does it . E_S ###SpeakerB63*t63 . ###No , E_S ###I do n't think so . E_S ###SpeakerA64*t64 . ###Yeah . E_S ###SpeakerB65*t65 . ###\[ But , \+ uh , and \] they are nice because if we are running late , it usually , uh , E_S ###if things are kind of hectic at school and people are running late , they kind of wait on us . E_S ###You know , cause they know -NONE- we are in the building and coming . Where as , at , uh , another place , you are paying a lot more money E_S ###SpeakerA66*t66 . ###Yeah . E_S ###SpeakerB67*t67 . 	yes	yes	no	no	no	no	no	yes	yes	S	no
132536:65	i remember every time, it seems like, we turned around --n400d22, they're adding another nickel or a few more cents onto the price of gasoline.	###SpeakerB2*t2 . ###Uh , never . E_S ###SpeakerA3*t2 . ###SpeakerB4*t4 . ###Uh , the only thing -NONE- \[ I 'm , \+ I 'm \] thankful of -N40012F is that we do n't have -N40014E to pay any income tax \[ in , \+ in \] Texas . E_S ###SpeakerA5*t5 . ###Well , that 's probably the next year 's agenda . E_S ###SpeakerB6*t6 . ###Yeah . E_S ###Boy , I tell you what , E_S ###I sure hope -NONE- they do n't pass something like that . E_S ###SpeakerA7*t7 . ###Oh , yeah . E_S ###They 're finding a way -NONE- -NONE- to tax you every time -NONE- you turn around -N4004DE -N4004E5 , E_S ###and \[ I , \+ I \] think -NONE- one way or the other , we 're going -N4005F5 to pay for the bureaucracy , I guess -NONE- -N400620 . E_S ###Uh , it 's one area that -N400749 is really , \[ I , \+ I \] think -NONE- -N400770 hurting the economy more than anything . E_S ###I think -NONE- the taxes \[ have just , \+ every time -NONE- you turn around -N4008D8 \[ they , \+ they \] have \] taking more bite out of the dollars that -N400913 are available for spending for any kind of products , E_S ###and \[ I , \+ I , \] \+ I \] think -NONE- that is probably as big a item fueling the recession as anything right now . E_S ###SpeakerB8*t8 . ###Well , \[ I , \+ I \] tell you , um , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
132601:54	well, it, it's just like having taxes on --n403070, or exemptions for --n403087 kids, you know.	###\[ I , \+ I \] think , uh , you know , -NONE- generally the prices of cars have gotten out of line , which -N40248B is , uh , you know . E_S ###SpeakerB24*t24 . ###Oh , sure . E_S ###SpeakerA25*t25 . ###And , uh , I guess -NONE- if people got thirty , forty thousand bucks -NONE- -NONE- to spend -N402676 on a car , uh , that 's their prerogative , you know . E_S ###\[ I , \+ I , \] \+ I \] do n't have a whole of sympathy on that . E_S ###\[ You , \+ maybe you \] buy that , you know , E_S ###and I do n't mean -N40299D to be knocking , uh , E_S ###SpeakerB26*t26 . ###No , E_S ###uh , no , E_S ###I have n't -NONE- , E_S ###but \[ it , \+ it \] \+ to me it -N402AD9 \] seems really interesting that they come along and add another ten percent tax , uh , on top of it . E_S ###And there 's an awful lot of cars that -N402C8B cost more than thirty thousand . E_S ###SpeakerA27*t27 . ###Yeah , E_S ###there are -NONE- , E_S ###there are -NONE- . E_S ###And the idea of that kind of taxation is -NONE- to have people think twice on -NONE- putting their money into that , I guess -NONE- -N402E36 , you know , unless they really want it , E_S ###buy something that , you know , more , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
132615:33	now, i don't know if that's true or not,	###SpeakerA27*t27 . ###Yeah , E_S ###there are -NONE- , E_S ###there are -NONE- . E_S ###And the idea of that kind of taxation is -NONE- to have people think twice on -NONE- putting their money into that , I guess -NONE- -N402E36 , you know , unless they really want it , E_S ###buy something that , you know , more , E_S ###well , \[ it , \+ it 's \] just like -NONE- having taxes on -N403070 , or exemptions for -N403087 kids , you know . E_S ###It 's a way of -NONE- increasing the population , E_S ###\[ that , \+ that \] was one of the initial ideas of , you know , -NONE- giving exemptions on kids , \[ on , \+ on \] federal taxes . E_S ###SpeakerB28*t28 . ###Yeah . E_S ###SpeakerA29*t29 . ###And where you exempt things , like , uh , uh , E_S ###one of the best things -NONE- I heard -N403490 on taxes -NONE- to stimulate the economy , someone , brilliant deductor , probably Lloyd Bentsen , said that all , you know , if they gave back the deductions on credit cards on your federal taxes people would probably be , you know , spending more money -N403557 using their credit cards . E_S ###SpeakerB30*t30 . ###Right . E_S ###SpeakerA31*t30 . ###SpeakerB32*t32 . ###Right . E_S ###SpeakerA33*t33 . 	yes	yes	no	no	no	no	no	yes	yes	S	no
132821:30	but, uh, it'll go up to fifty or sixty almost.	###we still have tomatoes E_S ###SpeakerB70*t70 . ###Oh , do you . E_S ###SpeakerA71*t71 . ###yeah , E_S ###fresh tomatoes . E_S ###SpeakerB72*t72 . ###Oh , \[ we , \+ we \] just got lots of snow . E_S ###SpeakerA73*t73 . ###Well , it started -N4035D7 to freeze up around here , you know , E_S ###there 's nothing -N403698 between you and us but our barb wire , E_S ###and half of that 's down . E_S ###I mean it 's thirty degrees this morning . E_S ###SpeakerB74*t74 . ###Oh , really . E_S ###SpeakerA75*t75 . ###Yeah . E_S ###SpeakerB76*t76 . ###Huh . E_S ###SpeakerA77*t77 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
132975:27	i'm not sure those are avis or not,	###SpeakerA43*t43 . ###Um E_S ###SpeakerB44*t43 . ###SpeakerA45*t45 . ###usually AVIS . E_S ###SpeakerB46*t46 . ###To what , E_S ###AVIS . E_S ###SpeakerA47*t47 . ###AVIS . E_S ###SpeakerB48*t48 . ###Really . E_S ###SpeakerA49*t49 . ###Yeah . E_S ###SpeakerB50*t50 . ###Huh . E_S ###I guess , E_S ###SpeakerA51*t51 . ###It 's just because we 're on , E_S ###I think of it , E_S 	yes	yes	no	no	no	no	no	yes	yes	S	no
133392:61	um, short term, i don't think anything's going --n400085 to be done --n400098 about it or probably should be done --n4000bb about it.	###Yeah E_S ###SpeakerA65*t65 . ###and , um , they say that the average English student nowadays does at least fifty percent less reading and writing than they did -NONE- twenty years ago , E_S ###and that 's a big jump . E_S ###SpeakerB66*t66 . ###I believe that . E_S ###SpeakerA67*t67 . ###Did you go to school in Plano . E_S ###SpeakerB68*t68 . ###I did . E_S ###SpeakerA69*t69 . ###Through high school . E_S ###SpeakerB70*t70 . ###Uh-huh , E_S ###uh , kinder- , E_S ###SpeakerA71*t70 . ###SpeakerB1*t1 . ###All right , E_S ###well . E_S ###SpeakerA2*t2 . 	yes	yes	no	no	no	no	no	no	yes	S	no
133405:39	and that effectively adds to whether it's officially on the books or not.	###Uh-huh , E_S ###uh , kinder- , E_S ###SpeakerA71*t70 . ###SpeakerB1*t1 . ###All right , E_S ###well . E_S ###SpeakerA2*t2 . ###Um , short term , I do n't think -NONE- anything 's going -N400085 to be done -N400098 about it or probably should be done -N4000BB about it . E_S ###SpeakerB3*t3 . ###Right . E_S ###SpeakerA4*t3 . ###SpeakerB5*t5 . ###Uh , are you saying -NONE- you do n't think -NONE- anything should be done -N400223 in the short term . E_S ###SpeakerA6*t6 . ###Uh , the short term , the recession is \[ getting , \+ getting \] top attention . E_S ###SpeakerB7*t7 . ###Yeah , E_S ###\[ I , \+ I \] think that you 're absolutely right there . E_S ###-NONE- The other thing is -N40048D , is that we 've got \[ these , \+ um , these , \] \+ all these \] bank defaults going on , \[ and , \+ and \] savings and loan defaults , \[ and , \+ and , \] uh , uh , E_S ###SpeakerA8*t8 . 	yes	yes	no	no	no	no	no	yes	yes	S	no
133415:190	um, i'm not really, uh, sure that i even understand why the administration is proposing, for instance, tax reductions --n400b04, because it seems to me that if, if, if they're talking about reducing, uh, the tax that --n400b83 needs --n400b8e to be paid --n400ba1, or the tax that --n400bbc's currently being paid --n400bd3, then that can't, it seems to me it can't possibly, you know, help with the, the deficit picture.	###SpeakerA4*t3 . ###SpeakerB5*t5 . ###Uh , are you saying -NONE- you do n't think -NONE- anything should be done -N400223 in the short term . E_S ###SpeakerA6*t6 . ###Uh , the short term , the recession is \[ getting , \+ getting \] top attention . E_S ###SpeakerB7*t7 . ###Yeah , E_S ###\[ I , \+ I \] think that you 're absolutely right there . E_S ###-NONE- The other thing is -N40048D , is that we 've got \[ these , \+ um , these , \] \+ all these \] bank defaults going on , \[ and , \+ and \] savings and loan defaults , \[ and , \+ and , \] uh , uh , E_S ###SpeakerA8*t8 . ###And that effectively adds to whether it 's officially on the books or not . E_S ###SpeakerB9*t9 . ###Right . E_S ###Exactly . E_S ###Um , E_S ###SpeakerA10*t10 . ###And that 's got -N400801 to be paid -N400814 . E_S ###SpeakerB11*t11 . ###Exactly , E_S ###\[ and , \+ and , \] \+ uh , so \] this creates a pretty serious problem that -N4008DD 's going -N4008EC to continue -N4008FB to be with us for a while -NONE- -N400922 to come . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
133422:57	um, and the, the severity of the deficit picture already limits the options available or limits the degree of tax cutting you can do --n401117 without, uh, --n40112e bringing on, on serious problems for the longer term.	###\[ I , \+ I \] think that you 're absolutely right there . E_S ###-NONE- The other thing is -N40048D , is that we 've got \[ these , \+ um , these , \] \+ all these \] bank defaults going on , \[ and , \+ and \] savings and loan defaults , \[ and , \+ and , \] uh , uh , E_S ###SpeakerA8*t8 . ###And that effectively adds to whether it 's officially on the books or not . E_S ###SpeakerB9*t9 . ###Right . E_S ###Exactly . E_S ###Um , E_S ###SpeakerA10*t10 . ###And that 's got -N400801 to be paid -N400814 . E_S ###SpeakerB11*t11 . ###Exactly , E_S ###\[ and , \+ and , \] \+ uh , so \] this creates a pretty serious problem that -N4008DD 's going -N4008EC to continue -N4008FB to be with us for a while -NONE- -N400922 to come . E_S ###Um , I 'm not really , uh , sure that I even understand why the administration is proposing , for instance , tax reductions -N400B04 , because it seems to me that \[ if , \+ if , \] \+ if \] they 're talking about -NONE- reducing , uh , the tax that -N400B83 needs -N400B8E to be paid -N400BA1 , or the tax that -N400BBC 's currently being paid -N400BD3 , then \[ that ca n't , \+ it seems to me -NONE- it ca n't \] possibly , you know , help with \[ the , \+ the \] deficit picture . E_S ###SpeakerA12*t12 . ###It can only hurt the deficit picture . E_S ###SpeakerB13*t13 . ###Yeah , E_S ###exactly . E_S ###SpeakerA14*t14 . 	yes	yes	no	no	no	no	no	no	yes	S	no
134049:25	i think i've bought one or two new cars in my life,	###and , um , E_S ###SpeakerB56*t56 . ###Well , a brand new Volvo costs , what , thirty thousand dollars . E_S ###SpeakerA57*t57 . ###Well , certainly some of the top end ones . E_S ###You can still \[ get , \+ get , \] uh , even \[ the , \+ the \] low end wagons , um , for less than twenty thousand dollars E_S ###SpeakerB58*t58 . ###Uh-huh . E_S ###SpeakerA59*t59 . ###and , uh , we get , you know , E_S ###in the Washington area , of course , -NONE- being as affluent as it is -NONE- , there are lots and lots of Volvo dealerships down here E_S ###SpeakerB60*t60 . ###Um , uh-huh . E_S ###SpeakerA61*t61 . ###so there 're lots and lots of them available in the paper at \[ any , \+ any \] week , E_S ###and I sort of , you know , scan the paper and look at them , and so forth E_S ###\[ and so , \+ um , anyway , and \] \[ that 's , \+ that 's \] the other thing is that \[ I 've , \+ I 've \] never really been too terribly much of a new car person . E_S ###SpeakerB62*t62 . ###Yeah . E_S ###SpeakerA63*t63 . 	yes	yes	no	no	no	yes	no	no	yes	S	no
134089:60	and they do post, uh, uh, warnings for people who --n4005af have, uh, heart diseases or respiratory problems during that summer season.	###Do you really . E_S ###SpeakerB4*t4 . ###Our summers are extremely , uh , hazardous E_S ###SpeakerA5*t5 . ###Uh-huh . E_S ###SpeakerB6*t6 . ###and during , uh , certain wind directions because we get the , uh , Gary , Indiana Chicago pollution E_S ###SpeakerA7*t7 . ###Uh-huh . E_S ###SpeakerB8*t7 . ###SpeakerA9*t9 . ###Uh-huh . E_S ###SpeakerB10*t10 . ###and we can look out on the lake and just see the brown haze , uh coming up along the lake . E_S ###SpeakerA11*t11 . ###That 's horrible . E_S ###SpeakerB12*t11 . ###SpeakerA13*t13 . ###Uh-huh . E_S ###SpeakerB14*t14 . 	yes	yes	no	no	no	no	no	no	yes	S	no
134333:22	we don't even have any concrete or asphalt.	###I know a lot of E_S ###SpeakerA36*t36 . ###I mean , I hate it . E_S ###SpeakerB37*t37 . ###uh-huh , E_S ###a lot of women do . Um , E_S ###I 've just never really , you know , E_S ###maybe one of these days I 'll have -N401EBF to get out there and mow , E_S ###but , um , my husband takes it on , E_S ###and I 'll help -N401FFE rake up the grass , E_S ###and , um , sometimes I 'll help him edge , um , E_S ###because , we do n't have that much property , E_S ###but we 're on a corner lot , E_S ###so there 's a lot of edging -NONE- -NONE- to do -N402208 E_S ###SpeakerA38*t38 . ###Right . E_S ###SpeakerB39*t39 . ###and , um , uh , that 's what -N4022CB -N4022D2 's nice about -NONE- living more in the country , E_S ###you do n't have -N4023CE to worry about any of that . E_S ###SpeakerA40*t40 . 	yes	yes	no	no	no	no	no	no	yes	S	no
134703:78	and, uh, right now we're in a, uh, i guess it's --n4001fb either a zero lot line or a garden home. which you might call it --n40023e.	###SpeakerB94*t93 . ###SpeakerA95*t95 . ###I think -NONE- we went through him though -N4044F1 to get to Gorbachev on a lot of subjects E_S ###so , E_S ###SpeakerB96*t96 . ###Uh-huh . E_S ###SpeakerA97*t97 . ###But that way , you ca n't never tell that . E_S ###SpeakerB98*t98 . ###Yeah . E_S ###SpeakerA99*t99 . ###-NONE- Kiss some butt , E_S ###\[ but , \+ but , \] uh , E_S ###SpeakerB100*t99 . ###SpeakerA1*t1 . ###Well , -NONE- tell me about your home . E_S ###SpeakerB2*t2 . ###Okay . E_S ###Uh , right now we 're living in , E_S ###well it 's me , my wife and , uh , two young boys . E_S 	yes	yes	no	no	no	no	yes	no	yes	S	no
134876:74	well, i took a lot of time in --n402ba9 choosing this site because the, the house has no heating or air conditioning.	###That 's pretty good . E_S ###SpeakerA69*t69 . ###Well , in the winter time , I can \[ see , \+ see \] another guy E_S ###but , you know , \[ he 's \+ \] E_S ###SpeakerB70*t70 . ###Uh-huh . E_S ###SpeakerA71*t71 . ###I can just make out his place , you know . E_S ###I 've got a thirty mile view to the east and about ten miles to the north . E_S ###SpeakerB72*t72 . ###Yeah . E_S ###SpeakerA73*t72 . ###SpeakerB74*t74 . ###Yeah . E_S ###SpeakerA75*t75 . ###And , uh , E_S ###SpeakerB76*t76 . ###Oh , that 's pretty good . E_S ###SpeakerA77*t77 . ###Yeah . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
134989:25	i don't know if that took or not,	###SpeakerA119*t119 . ###Uh-huh . E_S ###SpeakerB120*t120 . ###But , you know , \[ I , \+ I \] see these magazines where , you know , dig \[ your , \+ your \] own deck -N40441C . E_S ###SpeakerA121*t121 . ###Uh-huh . E_S ###SpeakerB122*t122 . ###\[ I , \+ I \] kind of wish -NONE- I had them , those size property \[ and , \+ and , \] uh , one with a grade on it so I can build a real nice deck . E_S ###SpeakerA123*t122 . ###SpeakerA1*t1 . ###I 'm sorry , um E_S ###SpeakerB2*t2 . ###That 's okay , E_S ###I did n't hear . E_S ###SpeakerA3*t3 . ###hobbies . E_S ###SpeakerB4*t4 . ###Okay . E_S ###SpeakerA5*t5 . ###-NONE- Let me see , E_S 	yes	yes	no	no	no	no	no	yes	yes	S	no
135320:83	well and then, you think, well, how did they do it --n405301 out in the real world anyway when these fish are in the tropicals or wherever they are --n40534c --n405353 kind of trying --n405366 to keep up with that --n405381,	###\[ We might , \+ right . We might \] decide what -N404DF5 's proper and what -N404E0C is n't -NONE- , E_S ###but you know , that 's the way -NONE- it is -N404F2D for them . E_S ###SpeakerB130*t130 . ###Yeah . E_S ###SpeakerA131*t130 . ###SpeakerB132*t132 . ###That 's kind of the way -NONE- they do it -N40501B . E_S ###SpeakerA133*t133 . ###Yeah . E_S ###That 's it . E_S ###SpeakerB134*t134 . ###Survival of the fittest or something . E_S ###SpeakerA135*t135 . ###Yes , E_S ###because if the baby is strong enough , it can swim away fast enough and go -N4051A7 hide . E_S ###SpeakerB136*t136 . ###Right . E_S ###SpeakerA137*t136 . ###SpeakerB138*t138 . ###Go -NONE- hide from them , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
